project-name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,fi-changes,ostrand,scattering,intensity,ana,acm,arl,acpd,bug,is-buggy,is-buggy-boolean
lucene,2.4,org.apache.lucene.analysis.TokenStream,7,1,2,28,17,19,26,2,5,0.833333333,72,0,0,0,0.388888889,0,0,9,1,0.7143,9,3.0,31.0,7.5,1.0,6.0,3.0,4.76,7,1,TRUE
lucene,2.4,org.apache.lucene.search.FilteredQuery,9,2,0,10,26,0,3,8,8,0.3125,143,0,2,0.6,0.222222222,2,4,14.66666667,5,1.3333,68,1.0,17.0,8.1,1.0,6.0,2.0,2.7,7,1,TRUE
lucene,2.4,org.apache.lucene.index.MultiSegmentReader,37,3,1,22,95,0,4,20,21,0.71031746,1118,1,1,0.730769231,0.126689189,2,11,29.02702703,6,1.2973,76,1.0,69.0,9.1,1.0,5.0,5.0,7.3,7,1,TRUE
lucene,2.4,org.apache.lucene.search.SortField,15,1,0,9,22,0,8,1,14,0.900793651,286,0.222222222,3,0,0.380952381,0,0,16.86666667,7,0.8,6,4.0,58.0,7.5,3.0,9.0,1.0,7.17,7,1,TRUE
lucene,2.4,org.apache.lucene.index.FieldInfos,23,1,0,31,57,203,25,6,18,0.934343434,565,0.222222222,0,0,0.22173913,0,0,23.17391304,3,1.4783,24,2.0,26.0,9.1,3.0,2.0,2.0,3.19,6,1,TRUE
lucene,2.4,org.apache.lucene.search.BooleanScorer2,21,3,0,16,56,104,5,15,10,0.65625,500,1,3,0.32,0.2375,1,3,22.42857143,5,1.0952,16,3.0,50.0,9.1,2.0,1.0,2.0,5.09,6,1,TRUE
lucene,2.4,org.apache.lucene.search.function.CustomScoreQuery,20,2,0,9,46,102,2,8,16,0.578947368,454,1,2,0.413793103,0.128125,2,4,21.55,7,1.8,100,3.0,68.0,10,3.0,7.0,2.0,7.04,6,1,TRUE
lucene,2.4,org.apache.lucene.search.FieldCache,13,1,0,17,14,78,11,8,12,1.041666667,20,0,1,0,0.427083333,0,0,0.384615385,1,0.9231,55,1.0,35.0,0,1.0,6.0,3.0,5.28,6,1,TRUE
lucene,2.4,org.apache.lucene.search.MatchAllDocsQuery,6,2,0,7,14,15,3,5,5,2,57,0,0,0.705882353,0.333333333,2,3,8.5,3,1.1667,93,4.0,15.0,0,3.0,2.0,4.0,5.39,6,1,TRUE
lucene,2.4,org.apache.lucene.search.function.ValueSourceQuery,7,2,1,11,20,9,5,7,6,0.5,74,0,1,0.666666667,0.265306122,2,3,9.428571429,4,1.2857,67,4.0,51.0,0,2.0,2.0,4.0,6.46,6,1,TRUE
lucene,2.4,org.apache.lucene.search.ConstantScoreQuery,8,2,0,8,19,8,3,6,7,0.428571429,93,1,1,0.631578947,0.25,2,3,10.5,5,1.5,77,1.0,8.0,0,3.0,6.0,3.0,2.77,6,1,TRUE
lucene,2.4,org.apache.lucene.index.ParallelReader,35,2,0,16,103,317,3,16,28,0.81372549,865,0.888888889,0,0.688679245,0.152380952,1,10,23.45714286,3,1.0571,89,4.0,14.0,6.1,1.0,7.0,4.0,4.6,5,1,TRUE
lucene,2.4,org.apache.lucene.search.Query,13,1,15,54,39,72,51,7,12,0.833333333,249,1,0,0,0.230769231,0,0,18.07692308,9,1.8462,43,1.0,45.0,0,3.0,8.0,1.0,3.02,5,1,TRUE
lucene,2.4,org.apache.lucene.index.IndexFileDeleter,20,1,0,12,77,64,3,10,5,0.71291866,1021,0.818181818,3,0,0.205263158,0,0,49.5,2,1,92,1.0,41.0,0,1.0,1.0,5.0,1.03,5,1,TRUE
lucene,2.4,org.apache.lucene.search.Searchable,11,1,0,18,11,55,6,12,11,2,11,0,0,0,0.263636364,0,0,0,1,1,54,4.0,21.0,0,2.0,1.0,5.0,4.0,5,1,TRUE
lucene,2.4,org.apache.lucene.document.DateTools,8,1,0,2,27,18,1,1,6,0.428571429,567,1,0,0,0.314285714,0,0,68.875,8,2.5,53,3.0,49.0,0,1.0,6.0,4.0,4.87,5,1,TRUE
lucene,2.4,org.apache.lucene.search.Scorer,6,2,17,40,10,13,36,4,4,0.8,44,1,1,0.375,0.458333333,0,0,6.166666667,1,0.8333,42,3.0,50.0,0,2.0,8.0,5.0,3.39,5,1,TRUE
lucene,2.4,org.apache.lucene.analysis.KeywordTokenizer,6,3,0,3,18,7,1,2,4,0.85,112,0.5,0,0.7,0.4,1,2,17,1,0.5,51,4.0,11.0,0,3.0,1.0,5.0,2.67,5,1,TRUE
lucene,2.4,org.apache.lucene.search.ParallelMultiSearcher,6,3,0,16,33,3,1,16,6,0.4,297,1,1,0.88372093,0.351851852,2,3,48.16666667,1,0.8333,31,1.0,66.0,7.5,1.0,6.0,5.0,5.49,5,1,TRUE
lucene,2.4,org.apache.lucene.store.NIOFSDirectory,3,3,0,3,11,3,1,3,2,1.5,30,0,0,0.958333333,0.555555556,1,1,8.666666667,1,0.6667,85,2.0,20.0,0,2.0,1.0,2.0,7.71,5,1,TRUE
lucene,2.4,org.apache.lucene.store.MMapDirectory,3,3,0,5,11,3,0,5,3,1,55,1,0,0.958333333,0.666666667,1,2,17,1,0.6667,4,1.0,34.0,0,3.0,4.0,1.0,6.4,5,1,TRUE
lucene,2.4,org.apache.lucene.search.MultiTermQuery,7,2,2,10,27,1,2,8,6,0.333333333,136,1,1,0.666666667,0.342857143,2,3,18.28571429,5,1.5714,57,4.0,34.0,0,3.0,4.0,5.0,5.75,5,1,TRUE
lucene,2.4,org.apache.lucene.search.DocIdSet,2,1,3,16,3,1,15,1,2,2,5,0,0,0,1,0,0,1.5,1,0.5,77,1.0,59.0,0,2.0,5.0,1.0,2.03,5,1,TRUE
lucene,2.4,org.apache.lucene.document.Field,17,2,0,8,28,0,2,6,17,2,482,0,0,0.709677419,0.307189542,1,6,27.35294118,4,0.8824,72,1.0,16.0,0,3.0,8.0,4.0,3.18,5,1,TRUE
lucene,2.4,org.apache.lucene.search.spans.SpanOrQuery,12,3,0,10,43,0,4,7,11,0.454545455,292,1,0,0.607142857,0.226190476,2,2,23.16666667,7,1.6667,74,3.0,63.0,0,1.0,1.0,3.0,6.55,5,1,TRUE
lucene,2.4,org.apache.lucene.search.QueryWrapperFilter,6,2,0,10,20,0,3,9,6,0,84,1,1,0.285714286,0.416666667,2,2,12.83333333,2,1,8,3.0,48.0,0,3.0,8.0,1.0,1.99,5,1,TRUE
lucene,2.4,org.apache.lucene.index.MultiReader,33,2,0,16,69,0,0,16,24,0.7109375,801,1,1,0.701923077,0.170798898,1,9,23.03030303,4,1.1212,63,3.0,21.0,0,3.0,5.0,2.0,7.83,5,1,TRUE
lucene,2.4,org.apache.lucene.search.spans.SpanNearQuery,13,3,0,10,48,0,3,9,13,0.583333333,359,1,0,0.586206897,0.211538462,2,2,26.30769231,7,1.6923,82,2.0,29.0,0,2.0,3.0,1.0,7.68,5,1,TRUE
lucene,2.4,org.apache.lucene.search.MultiSearcher,16,2,1,22,53,0,2,21,14,0.466666667,577,1,1,0.605263158,0.23125,1,5,34.875,6,1.25,37,3.0,23.0,0,2.0,7.0,3.0,7.5,5,1,TRUE
lucene,2.4,org.apache.lucene.search.DisjunctionMaxQuery,14,2,0,7,38,0,2,6,11,0.384615385,318,1,0,0.5,0.171428571,2,5,21.57142857,6,1.5714,61,1.0,42.0,0,3.0,2.0,2.0,2.55,5,1,TRUE
lucene,2.4,org.apache.lucene.search.PhraseQuery,15,2,0,10,43,0,4,7,11,0.614285714,382,1,0,0.461538462,0.191666667,2,3,24.13333333,9,2.1333,100,2.0,48.0,0,1.0,2.0,4.0,5.75,5,1,TRUE
lucene,2.4,org.apache.lucene.search.CachingWrapperFilter,6,2,1,4,18,0,1,3,6,0.4,162,1,1,0.285714286,0.416666667,2,2,25.66666667,2,1,49,4.0,28.0,0,1.0,5.0,3.0,5.5,5,1,TRUE
lucene,2.4,org.apache.lucene.index.FieldsReader,25,1,0,19,77,170,3,17,0,0.810897436,1041,0.846153846,5,0,0.208333333,0,0,40.12,5,1.2,64,2.0,8.0,8.1,1.0,9.0,3.0,3.22,4,1,TRUE
lucene,2.4,org.apache.lucene.search.Similarity,17,1,2,53,26,124,51,4,16,0.875,94,1,1,0,0.18125,0,0,4.411764706,1,0.8824,23,4.0,46.0,6.3,1.0,8.0,4.0,2.4,4,1,TRUE
lucene,2.4,org.apache.lucene.index.LogMergePolicy,21,2,2,10,47,108,3,8,15,0.920833333,817,0.333333333,1,0.24,0.26875,0,0,37.33333333,2,1,25,4.0,42.0,8.5,3.0,5.0,5.0,5.35,4,1,TRUE
lucene,2.4,org.apache.lucene.search.FieldCacheImpl,14,1,1,23,29,67,10,22,12,0.897435897,199,0.333333333,12,0,0.403846154,0,0,12.35714286,1,0.8571,14,3.0,51.0,0,1.0,7.0,5.0,4.76,4,1,TRUE
lucene,2.4,org.apache.lucene.analysis.Token,51,1,0,25,77,43,23,2,45,0.655384615,1122,0.230769231,1,0,0.285714286,1,1,20.74509804,12,1.7255,64,3.0,26.0,0,3.0,3.0,5.0,7.71,4,1,TRUE
lucene,2.4,org.apache.lucene.index.SegmentMerger,23,1,0,31,128,39,4,30,0,0.812937063,1901,0.884615385,10,0,0.169421488,0,0,80.52173913,6,1.087,18,3.0,15.0,0,3.0,4.0,4.0,7.9,4,1,TRUE
lucene,2.4,org.apache.lucene.search.spans.NearSpansOrdered,17,1,0,7,53,38,3,6,9,0.767857143,725,0.857142857,3,0,0.197916667,0,0,40.82352941,6,1.5294,3,2.0,63.0,0,2.0,4.0,3.0,5.71,4,1,TRUE
lucene,2.4,org.apache.lucene.search.BooleanScorer,12,3,0,8,29,26,1,7,7,0.609090909,461,1,3,0.444444444,0.305555556,1,3,36.58333333,2,1.0833,95,1.0,43.0,0,1.0,4.0,3.0,7.72,4,1,TRUE
lucene,2.4,org.apache.lucene.analysis.CharTokenizer,7,3,2,4,21,13,2,2,3,0.875,185,0.75,0,0.583333333,0.366666667,1,2,24.28571429,1,0.7143,9,4.0,41.0,0,1.0,6.0,4.0,6.93,4,1,TRUE
lucene,2.4,org.apache.lucene.search.MultiPhraseQuery,17,2,0,13,48,12,4,10,13,0.625,413,1,0,0.428571429,0.158823529,2,4,23.05882353,7,2.0588,87,1.0,70.0,0,2.0,6.0,1.0,5.09,4,1,TRUE
lucene,2.4,org.apache.lucene.analysis.standard.StandardTokenizer,12,3,0,5,32,10,3,3,9,0.977272727,245,0.1875,1,0.4375,0.287878788,2,3,18.08333333,1,0.75,93,1.0,39.0,0,3.0,8.0,1.0,3.25,4,1,TRUE
lucene,2.4,org.apache.lucene.analysis.Analyzer,6,1,6,15,10,9,14,1,4,0.6,31,1,0,0,0.5,0,0,4,1,0.8333,77,3.0,69.0,0,1.0,4.0,4.0,4.7,4,1,TRUE
lucene,2.4,org.apache.lucene.util.Constants,2,1,0,1,5,1,1,0,0,1,44,0,0,0,1,0,0,17,0,0,21,2.0,60.0,8.5,2.0,1.0,5.0,2.22,4,1,TRUE
lucene,2.4,org.apache.lucene.search.TermQuery,8,2,0,16,22,0,11,6,6,0.142857143,100,1,1,0.631578947,0.232142857,2,2,11.375,4,1.375,49,2.0,44.0,0,1.0,3.0,4.0,7.09,4,1,TRUE
lucene,2.4,org.apache.lucene.search.spans.SpanWeight,7,1,1,13,46,0,2,12,7,0.69047619,357,1,2,0,0.30952381,0,0,49,1,0.8571,69,4.0,5.0,0,1.0,8.0,5.0,5.15,4,1,TRUE
lucene,2.4,org.apache.lucene.search.RangeQuery,12,2,0,9,39,0,1,8,11,0.454545455,480,1,2,0.545454545,0.229166667,2,2,38.66666667,13,2.6667,90,2.0,55.0,0,2.0,6.0,1.0,4.93,4,1,TRUE
lucene,2.4,org.apache.lucene.analysis.Tokenizer,4,2,4,10,6,0,9,1,2,0.333333333,22,1,0,0.714285714,0.75,0,0,4.25,1,0.5,97,4.0,55.0,0,2.0,2.0,5.0,1.55,4,1,TRUE
lucene,2.4,org.apache.lucene.search.spans.SpanNotQuery,14,3,0,7,32,0,1,7,12,0.423076923,224,1,2,0.566666667,0.214285714,2,2,14.85714286,6,1.2857,91,3.0,14.0,0,3.0,5.0,3.0,5.62,4,1,TRUE
lucene,2.4,org.apache.lucene.search.TermScorer,9,3,0,10,31,0,1,9,7,0.545454545,409,1,2,0.5,0.285714286,1,3,43.22222222,2,1,86,4.0,53.0,0,2.0,3.0,3.0,3.06,4,1,TRUE
lucene,2.4,org.apache.lucene.search.PhraseScorer,13,3,2,9,34,0,2,7,6,0.666666667,345,1,4,0.4,0.21978022,1,3,24.84615385,3,1.1538,83,2.0,67.0,0,1.0,8.0,2.0,7.21,4,1,TRUE
lucene,2.4,org.apache.lucene.analysis.standard.StandardAnalyzer,19,2,0,10,36,0,0,10,18,0.537037037,242,0.666666667,0,0.384615385,0.25,1,2,11.42105263,1,0.4211,98,4.0,42.0,0,2.0,4.0,2.0,5.3,4,1,TRUE
lucene,2.4,org.apache.lucene.queryParser.QueryParser,81,1,1,34,168,2716,1,33,44,0.908333333,3477,0.571428571,12,0,0.093421053,0,0,41.40740741,23,2.1852,45,1.0,28.0,10,2.0,3.0,2.0,3.53,3,1,TRUE
lucene,2.4,org.apache.lucene.search.Searcher,24,1,3,41,29,270,30,14,23,0.913043478,138,1,1,0,0.275,0,0,4.708333333,1,0.9583,64,2.0,27.0,7.5,1.0,7.0,5.0,4.16,3,1,TRUE
lucene,2.4,org.apache.lucene.search.FieldSortedHitQueue,20,2,0,22,62,172,2,21,5,0.855263158,438,0.75,3,0.4,0.245614035,1,4,20.7,7,1.25,73,3.0,19.0,7.5,2.0,2.0,3.0,4.2,3,1,TRUE
lucene,2.4,org.apache.lucene.index.SegmentTermPositions,17,2,0,6,34,34,1,6,7,0.722222222,323,0.777777778,1,0.444444444,0.173611111,1,2,17.47058824,3,1,4,3.0,45.0,0,1.0,1.0,5.0,7.36,3,1,TRUE
lucene,2.4,org.apache.lucene.index.MergePolicy,7,1,1,6,9,21,2,5,1,2,15,0,0,0,0.428571429,0,0,1.142857143,1,0.8571,20,1.0,68.0,0,1.0,5.0,4.0,5.9,3,1,TRUE
lucene,2.4,org.apache.lucene.search.NonMatchingScorer,6,3,0,4,10,15,1,3,6,2,31,0,0,0.615384615,0.666666667,1,3,4.166666667,1,0.8333,79,4.0,51.0,0,2.0,7.0,2.0,7.87,3,1,TRUE
lucene,2.4,org.apache.lucene.search.spans.SpanQuery,6,2,5,20,8,15,14,7,5,2,17,0,0,0.705882353,0.5,1,1,1.833333333,1,0.8333,56,1.0,14.0,0,1.0,9.0,1.0,3.7,3,1,TRUE
lucene,2.4,org.apache.lucene.search.Weight,6,1,0,48,6,15,45,4,6,2,6,0,0,0,0.416666667,0,0,0,1,1,47,3.0,36.0,0,3.0,8.0,5.0,5.87,3,1,TRUE
lucene,2.4,org.apache.lucene.index.StoredFieldsWriter,13,2,0,14,43,10,4,13,5,0.729166667,498,0,3,0.352941176,0.208333333,0,0,36.69230769,9,1.8462,43,3.0,68.0,0,2.0,2.0,1.0,3.04,3,1,TRUE
lucene,2.4,org.apache.lucene.store.NativeFSLockFactory,7,2,0,5,27,9,2,3,4,0.333333333,186,1,0,0.5,0.571428571,0,0,25.42857143,2,0.7143,3,3.0,10.0,0,1.0,8.0,3.0,7.65,3,1,TRUE
lucene,2.4,org.apache.lucene.search.FuzzyQuery,10,3,0,13,41,7,1,12,9,0.638888889,286,0.5,0,0.72,0.285714286,2,6,27.2,6,1.4,9,3.0,40.0,0,2.0,9.0,5.0,3.09,3,1,TRUE
lucene,2.4,org.apache.lucene.search.DocIdSetIterator,4,1,4,14,5,6,14,0,4,2,7,0,0,0,0.625,0,0,0.75,1,0.75,24,3.0,42.0,0,1.0,4.0,4.0,5.71,3,1,TRUE
lucene,2.4,org.apache.lucene.search.WildcardQuery,4,3,0,8,12,4,1,7,3,0.666666667,55,1,0,0.857142857,0.5,1,1,12.5,2,1,39,1.0,32.0,0,3.0,1.0,2.0,1.49,3,1,TRUE
lucene,2.4,org.apache.lucene.search.FilterManager,5,1,0,5,18,4,4,3,4,0.821428571,112,1,2,0,0.35,0,0,20,2,1.2,71,1.0,14.0,0,3.0,1.0,4.0,7.73,3,1,TRUE
lucene,2.4,org.apache.lucene.index.LogByteSizeMergePolicy,6,3,0,3,8,3,1,2,5,1.2,54,0,0,0.833333333,0.5,1,2,7.666666667,1,0.8333,80,1.0,25.0,0,3.0,7.0,4.0,2.08,3,1,TRUE
lucene,2.4,org.apache.lucene.store.RAMDirectory,16,2,0,9,41,2,1,9,15,0.577777778,386,0.333333333,0,0.633333333,0.3625,1,6,22.9375,2,0.8125,62,3.0,36.0,0,2.0,6.0,1.0,3.79,3,1,TRUE
lucene,2.4,org.apache.lucene.document.NumberTools,4,1,0,0,18,0,0,0,3,1.166666667,127,0.5,0,0,0.333333333,0,0,29.25,6,2.5,61,3.0,40.0,0,1.0,7.0,3.0,6.79,3,1,TRUE
lucene,2.4,org.apache.lucene.index.DocInverterPerField,3,2,0,21,37,0,8,16,2,0.333333333,340,0.333333333,6,0.5,0.466666667,0,0,110.3333333,1,0.6667,38,4.0,69.0,0,3.0,2.0,5.0,4.74,3,1,TRUE
lucene,2.4,org.apache.lucene.search.spans.TermSpans,10,1,0,6,25,0,3,3,10,0.703703704,180,1,2,0,0.325,0,0,16.4,3,1.1,15,1.0,63.0,0,2.0,2.0,3.0,7.26,3,1,TRUE
lucene,2.4,org.apache.lucene.search.spans.SpanScorer,7,3,1,7,25,0,2,5,5,0.520833333,190,1,2,0.571428571,0.30952381,1,3,25,1,0.8571,34,1.0,61.0,0,3.0,2.0,2.0,5.59,3,1,TRUE
lucene,2.4,org.apache.lucene.search.PrefixQuery,6,2,0,9,28,0,1,8,6,0,149,1,1,0.705882353,0.333333333,2,3,23.66666667,4,1.5,42,3.0,4.0,0,2.0,1.0,2.0,3.71,3,1,TRUE
lucene,2.4,org.apache.lucene.util.OpenBitSet,55,2,1,12,69,0,9,4,54,0.240740741,1531,1,0,0.018867925,0.287878788,1,1,26.8,8,1.9455,76,3.0,51.0,0,2.0,8.0,1.0,4.61,3,1,TRUE
lucene,2.4,org.apache.lucene.analysis.TokenFilter,3,2,8,9,6,0,8,1,2,0,20,1,1,0.714285714,0.666666667,0,0,5.333333333,1,0.6667,62,4.0,62.0,0,1.0,4.0,3.0,4.99,3,1,TRUE
lucene,2.4,org.apache.lucene.search.TimeLimitedCollector,8,2,0,4,15,0,1,4,6,0.821428571,102,0.75,2,0.142857143,0.238095238,0,0,10.75,3,1,41,3.0,27.0,0,1.0,6.0,4.0,4.44,3,1,TRUE
lucene,2.4,org.apache.lucene.index.ConcurrentMergeScheduler,25,2,0,7,63,208,2,7,11,0.894230769,531,0.769230769,2,0.08,0.178571429,0,0,19.72,4,1.52,41,3.0,42.0,7.5,3.0,9.0,2.0,2.17,2,1,TRUE
lucene,2.4,org.apache.lucene.store.Directory,20,1,3,57,36,176,52,5,19,0.894736842,193,0.5,1,0,0.291666667,0,0,8.55,1,0.95,27,1.0,36.0,6.5,2.0,4.0,2.0,7.03,2,1,TRUE
lucene,2.4,org.apache.lucene.store.IndexOutput,19,1,3,29,25,167,26,3,18,0.962962963,343,1,1,0,0.25,0,0,16.89473684,1,0.8947,65,1.0,21.0,6.4,2.0,9.0,2.0,6.89,2,1,TRUE
lucene,2.4,org.apache.lucene.store.IndexInput,18,1,7,40,22,147,40,0,17,0.921568627,314,1,0,0,0.25,0,0,16.27777778,1,0.9444,22,3.0,15.0,5.5,3.0,1.0,5.0,3.76,2,1,TRUE
lucene,2.4,org.apache.lucene.analysis.CharArraySet,20,3,0,2,29,100,2,1,12,0.671052632,569,1,0,0.538461538,0.233333333,2,11,27.25,6,2.7,45,4.0,53.0,7.5,3.0,4.0,2.0,2.01,2,1,TRUE
lucene,2.4,org.apache.lucene.util.BitUtil,15,1,0,1,16,99,1,0,14,0.857142857,3574,0,0,0,0.339285714,0,0,237.2,8,3.3333,88,1.0,40.0,0,3.0,4.0,4.0,3.58,2,1,TRUE
lucene,2.4,org.apache.lucene.search.spans.NearSpansUnordered,21,1,0,6,54,98,3,6,9,0.765,509,1,5,0,0.204081633,0,0,22.76190476,3,1.2857,21,3.0,26.0,0,2.0,2.0,5.0,7.84,2,1,TRUE
lucene,2.4,org.apache.lucene.index.SegmentInfo,36,1,0,23,77,92,18,5,8,0.776870748,1568,0.523809524,1,0,0.182857143,1,1,41.97222222,4,1.3056,7,2.0,67.0,0,3.0,1.0,2.0,2.98,2,1,TRUE
lucene,2.4,org.apache.lucene.util.ArrayUtil,14,1,0,9,16,91,9,0,14,2,228,0,0,0,0.261904762,0,0,15.28571429,2,1.6429,52,1.0,10.0,0,2.0,4.0,4.0,4.34,2,1,TRUE
lucene,2.4,org.apache.lucene.util.SortedVIntList,16,2,0,5,26,80,2,5,8,0.866666667,207,0.857142857,0,0.083333333,0.214285714,0,0,11.5,2,0.75,72,1.0,33.0,0,1.0,2.0,3.0,2.19,2,1,TRUE
lucene,2.4,org.apache.lucene.index.TermInfosReader,19,1,0,14,45,79,2,12,6,0.709401709,629,1,7,0,0.25,0,0,31.42105263,4,1.1053,98,4.0,33.0,0,1.0,1.0,5.0,6.15,2,1,TRUE
lucene,2.4,org.apache.lucene.search.function.DocValues,13,1,6,16,19,70,15,1,11,0.729166667,121,1,0,0,0.769230769,0,0,8,2,1,72,3.0,65.0,0,1.0,1.0,3.0,2.89,2,1,TRUE
lucene,2.4,org.apache.lucene.index.IndexCommit,12,1,3,9,18,66,7,2,12,2,78,0,0,0,0.541666667,1,1,5.5,4,1.1667,64,3.0,18.0,0,3.0,9.0,2.0,3.23,2,1,TRUE
lucene,2.4,org.apache.lucene.search.Sort,14,1,0,12,22,61,11,1,13,0.692307692,175,0,3,0,0.320512821,0,0,11.28571429,3,0.7143,11,3.0,55.0,0,1.0,6.0,1.0,1.52,2,1,TRUE
lucene,2.4,org.apache.lucene.index.TermVectorsTermsWriter,15,2,0,17,58,37,4,17,4,0.779220779,751,0,6,0.35,0.19047619,0,0,48.33333333,5,1.5333,46,3.0,7.0,0,1.0,4.0,4.0,6.45,2,1,TRUE
lucene,2.4,org.apache.lucene.util.OpenBitSetDISI,8,3,0,2,23,26,0,2,6,0.928571429,155,0,0,0.913793103,0.5,0,0,18.125,1,0.625,62,3.0,23.0,0,2.0,4.0,3.0,3.88,2,1,TRUE
lucene,2.4,org.apache.lucene.search.Hits,12,1,0,15,34,26,3,14,5,0.675324675,480,0.928571429,6,0,0.321428571,0,0,37.83333333,4,1.1667,64,1.0,7.0,0,1.0,1.0,1.0,4.79,2,1,TRUE
lucene,2.4,org.apache.lucene.document.DateField,8,1,0,1,25,22,1,0,6,0.428571429,126,1,0,0,0.178571429,0,0,14.625,5,1.375,49,3.0,33.0,0,1.0,8.0,5.0,1.49,2,1,TRUE
lucene,2.4,org.apache.lucene.search.ExtendedFieldCacheImpl,7,2,0,12,15,11,4,12,5,0.766666667,84,0.4,5,0.705882353,0.6,0,0,10.28571429,1,0.7143,54,4.0,41.0,0,3.0,5.0,2.0,4.44,2,1,TRUE
lucene,2.4,org.apache.lucene.search.spans.Spans,5,1,0,17,5,10,17,0,5,2,5,0,0,0,0.6,0,0,0,1,1,42,2.0,43.0,0,3.0,1.0,2.0,7.06,2,1,TRUE
lucene,2.4,org.apache.lucene.search.ExtendedFieldCache,5,1,0,6,6,10,2,5,4,1,11,0,1,0,0.7,0,0,1,1,0.8,77,3.0,30.0,0,3.0,1.0,1.0,4.1,2,1,TRUE
lucene,2.4,org.apache.lucene.index.SegmentTermDocs,13,1,2,14,34,10,3,12,8,0.682291667,455,0.875,4,0,0.230769231,0,0,32.76923077,1,0.9231,86,4.0,52.0,0,2.0,9.0,5.0,5.0,2,1,TRUE
lucene,2.4,org.apache.lucene.util.CloseableThreadLocal,7,1,0,4,27,7,4,0,4,0.708333333,135,0.5,0,0,0.388888889,0,0,17.71428571,5,1.4286,55,3.0,24.0,0,3.0,2.0,3.0,3.48,2,1,TRUE
lucene,2.4,org.apache.lucene.index.SnapshotDeletionPolicy,7,1,0,4,17,5,1,4,5,0.666666667,109,1,2,0,0.392857143,0,0,14.14285714,2,1.2857,77,1.0,24.0,0,2.0,2.0,3.0,2.25,2,1,TRUE
lucene,2.4,org.apache.lucene.util.OpenBitSetIterator,7,2,0,2,10,5,1,2,5,0.583333333,1311,1,0,0.428571429,0.416666667,0,0,185.1428571,5,2.1429,73,1.0,28.0,0,2.0,1.0,3.0,5.42,2,1,TRUE
lucene,2.4,org.apache.lucene.search.payloads.BoostingTermQuery,4,4,0,6,8,4,2,5,2,2,42,0,0,0.896551724,0.35,1,1,9.5,4,1.5,22,3.0,26.0,0,3.0,6.0,2.0,2.62,2,1,TRUE
