project-name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,fi-changes,ostrand,scattering,intensity,ana,acm,arl,acpd,bug,is-buggy,is-buggy-boolean
pBeans,2,net.sourceforge.pbeans.data.BeanWrapper,1,1,0,3,2,0,3,0,1,2,12,0,0,0,1,0,0,9,0,0,18.0,2.0,6.0,0.46,1.0,2.0,4.0,4.22,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.LogicalOperator,2,1,0,3,3,1,3,1,1,1,15,0,2,0,1,0,0,5.5,1,0.5,89.0,2.0,19.0,0.0,2.0,3.0,4.0,4.46,1,1,TRUE
pBeans,2,net.sourceforge.pbeans.data.Database,16,1,0,7,16,120,4,3,16,2,16,0,0,0,0.192708333,0,0,0,1,1,83.0,2.0,29.0,0.0,2.0,4.0,1.0,5.68,2,1,TRUE
pBeans,2,net.sourceforge.pbeans.GlobalPersistentID,8,1,0,9,24,0,8,1,8,0.142857143,110,1,1,0,0.325,1,1,12.5,4,1.25,18.0,1.0,31.0,0.0,2.0,2.0,3.0,1.55,1,1,TRUE
pBeans,2,net.sourceforge.pbeans.servlet.RequestHelper,7,1,0,7,32,9,0,7,7,0.611111111,244,1,0,0,0.469387755,0,0,33.42857143,1,0.7143,22.0,1.0,22.0,1.07,2.0,1.0,4.0,7.61,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.annotations.PersistentProperty,4,1,0,1,4,6,1,0,4,2,4,0,0,0,1,0,0,0,1,1,5.0,2.0,10.0,0.85,1.0,9.0,3.0,5.2,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.data.ConnectionPool,10,1,0,2,30,11,2,1,4,0.73015873,209,1,0,0,0.361111111,0,0,19.2,1,0.8,37.0,1.0,36.0,0.0,3.0,3.0,4.0,7.36,2,1,TRUE
pBeans,2,net.sourceforge.pbeans.Operator,3,1,0,3,4,3,3,1,2,1,40,0,6,0,0.75,0,0,10.33333333,1,0.6667,53.0,2.0,27.0,0.67,2.0,9.0,1.0,4.93,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.data.hsqldb.DatabaseImpl,12,2,0,4,45,64,0,4,4,0.909090909,352,1,0,0.825396825,0.296296296,2,2,28.25,6,1.5,33.0,3.0,6.0,1.23,1.0,5.0,5.0,1.07,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.data.BeanUnmarshaller,3,1,0,5,3,3,5,0,3,2,3,0,0,0,0.5,0,0,0,1,1,43.0,1.0,29.0,0.02,3.0,7.0,1.0,7.81,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.Persistent,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,17.0,3.0,21.0,0.9,3.0,9.0,4.0,6.28,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.servlet.ConversionException,3,3,0,1,4,0,1,0,3,0.5,21,1,0,0.894736842,0.555555556,0,0,5.333333333,1,0.6667,63.0,1.0,13.0,0.75,1.0,5.0,3.0,7.03,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.PersistentMapEntry,9,1,0,4,13,20,1,4,8,0.791666667,65,1,2,0,0.277777778,0,0,5.888888889,2,1,5.0,1.0,15.0,1.39,2.0,4.0,2.0,5.26,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.Store,91,1,0,35,266,3549,12,30,45,0.870634921,3752,1,2,0,0.118981481,0,0,40.07692308,8,1.1648,50.0,1.0,20.0,14.07,3.0,4.0,4.0,5.0,3,1,TRUE
pBeans,2,net.sourceforge.pbeans.data.DatabaseFactory,1,1,0,3,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,52.0,3.0,25.0,0.79,1.0,7.0,1.0,2.76,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.StoreException,3,3,1,11,6,3,11,0,3,2,18,0,0,1,0.777777778,0,0,5,0,0,38.0,3.0,20.0,0.83,3.0,4.0,2.0,4.76,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.servlet.MissingEntryException,3,3,0,1,4,0,1,0,3,0.5,21,1,0,0.894736842,0.666666667,0,0,5.333333333,1,0.6667,27.0,3.0,22.0,0.04,1.0,9.0,4.0,4.16,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.data.FieldDescriptor,14,1,0,11,16,63,11,1,13,0.435897436,144,1,0,0,0.367346939,0,0,8.857142857,3,0.6429,19.0,1.0,9.0,1.24,2.0,5.0,5.0,4.34,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.data.GenericDataSource,14,1,0,2,28,79,2,0,13,0.807692308,170,1,0,0,0.285714286,0,0,10.85714286,1,0.8571,63.0,1.0,10.0,0.02,3.0,2.0,3.0,7.37,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.servlet.ServletMapper,6,1,0,2,33,15,1,1,4,2,236,0,0,0,0.30952381,0,0,38.33333333,1,0.8333,18.0,3.0,2.0,0.12,3.0,2.0,4.0,6.17,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.data.postgresql.DatabaseImpl,20,2,0,4,67,182,0,4,4,0.921052632,479,1,0,0.742857143,0.23245614,2,7,22.85,3,1.3,56.0,2.0,14.0,1.37,1.0,3.0,3.0,7.67,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.StoreInfo,15,1,0,9,15,105,6,4,15,2,15,0,0,0,0.3,0,0,0,1,1,20.0,1.0,8.0,0.71,2.0,2.0,4.0,3.57,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.data.mysql.DatabaseImpl,15,2,0,2,37,105,0,2,5,2,301,0,0,0.787878788,0.266666667,1,5,19.06666667,2,1,41.0,2.0,7.0,0.59,3.0,4.0,3.0,3.74,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.util.Hash,4,1,0,4,16,4,4,0,3,0.666666667,85,1,0,0,0.333333333,0,0,19.75,2,0.75,47.0,2.0,3.0,0.03,1.0,4.0,4.0,3.3,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.BeanFactory,1,1,0,3,1,0,3,0,1,2,1,0,0,0,1,0,0,0,1,1,37.0,2.0,25.0,1.09,1.0,1.0,1.0,1.79,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.data.GenericDatabase,6,2,0,2,27,13,0,2,3,0.8,190,1,0,0.912280702,0.404761905,2,2,30.5,4,1.3333,7.0,2.0,29.0,0.54,2.0,9.0,5.0,5.17,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.util.BeanMapper,5,1,0,0,25,8,0,0,4,0.75,189,1,0,0,0.4375,0,0,36.6,1,0.6,35.0,1.0,5.0,0.29,3.0,9.0,5.0,6.38,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.SimpleLogicalOperator,4,1,0,3,5,0,3,1,4,0,20,1,0,0,0.75,0,0,3.75,1,0.75,27.0,1.0,24.0,1.27,1.0,4.0,3.0,4.91,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.data.sqlserver.DatabaseImpl,10,2,0,2,33,45,0,2,3,2,230,0,0,0.852459016,0.263636364,1,4,22,3,1.2,18.0,3.0,16.0,1.36,2.0,7.0,5.0,1.38,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.data.IndexDescriptor,10,1,0,4,16,17,4,0,10,0.527777778,116,1,0,0,0.333333333,1,1,10.2,5,1.1,28.0,3.0,18.0,0.45,1.0,8.0,4.0,3.17,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.MissingEntryException,2,1,0,0,6,0,0,0,2,0,28,1,0,0,0.75,0,0,12,1,0.5,45.0,3.0,19.0,0.92,2.0,7.0,1.0,1.69,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.IMultiValueContainer,3,1,0,2,3,3,2,0,3,2,3,0,0,0,0.666666667,0,0,0,1,1,64.0,1.0,30.0,1.43,3.0,6.0,1.0,2.74,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.data.AbstractDatabase,52,1,5,19,189,1208,10,13,22,0.901960784,3579,1,1,0,0.127966976,0,0,67.65384615,10,1.4038,52.0,2.0,48.0,6.77,1.0,9.0,3.0,4.07,5,1,TRUE
pBeans,2,net.sourceforge.pbeans.AbstractStoreInfo,16,1,0,8,74,74,0,8,15,0.866666667,837,1,0,0,0.258928571,0,0,51.0625,28,2.9375,74.0,1.0,40.0,0.0,1.0,7.0,3.0,3.8,1,1,TRUE
pBeans,2,net.sourceforge.pbeans.Index,9,1,0,4,17,10,4,0,9,0.458333333,114,1,0,0,0.314814815,1,1,11.33333333,4,1.1111,12.0,3.0,29.0,1.14,3.0,4.0,1.0,1.59,0,0,FALSE
pBeans,2,net.sourceforge.pbeans.DuplicateEntryException,3,4,0,3,6,3,2,1,3,2,18,0,0,1,0.777777778,0,0,5,0,0,43.0,3.0,20.0,0.87,1.0,6.0,1.0,7.26,0,0,FALSE
